c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
lodepng_chunk_safetocopy,lodepng.c,2486,(chunk: const unsigned char *) -> unsigned char,,,NO_MAP,,,lodepng_chunk_safetocopy,lodepng_chunk_ancillary,0.977,0.0,ABSTAIN,CONFLICT,lodepng_chunk_safetocopy,"lodepng.c:2486-2488 lodepng_chunk_safetocopy(chunk): (chunk[7] & 32) != 0 -> assembled_unidiomatic.rs:1721-1727 lodepng_chunk_safetocopy: `*chunk.add(7) & 32 != 0`. Identical byte index 7; genuine. The forced matcher paired this row with lodepng_chunk_ancillary (rs:1693, byte 4) at score 0.977: wrong (mirror of the ancillary row's error). Verified file (translated_code_unidiomatic/functions/lodepng_chunk_safetocopy.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_safetocopy: correct. Forced matcher lodepng_chunk_ancillary (score 0.977, conf 0.0): WRONG. Deploy matcher ABSTAIN: coverage loss only."
lodepng_chunk_data,lodepng.c,2490,(chunk: unsigned char *) -> unsigned char *,,,NO_MAP,,,lodepng_chunk_data,lodepng_chunk_data,0.973,0.408,lodepng_chunk_data,single-source,lodepng_chunk_data,"lodepng.c:2490-2492 lodepng_chunk_data(chunk): &chunk[8] -> assembled_unidiomatic.rs:1702-1704 lodepng_chunk_data: chunk.add(8). Identical; genuine. Verified file (translated_code_unidiomatic/functions/lodepng_chunk_data.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_data: correct. Forced matcher lodepng_chunk_data (score 0.973, conf 0.408): correct. Deploy matcher lodepng_chunk_data: correct."
lodepng_chunk_data_const,lodepng.c,2494,(chunk: const unsigned char *) -> const unsigned char *,,,NO_MAP,,,lodepng_chunk_data_const,,,,NONE,single-source,lodepng_chunk_data_const,"lodepng.c:2494-2496 lodepng_chunk_data_const(chunk): &chunk[8] -> assembled_unidiomatic.rs:1707-1709 lodepng_chunk_data_const: chunk.add(8) on a const pointer. Identical; genuine. The forced matcher gave this Rust fn to addChunk_IEND (a NONE row), so this row got no forced assignment. Verified file (translated_code_unidiomatic/functions/lodepng_chunk_data_const.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq lodepng_chunk_data_const: correct. Forced matcher made no assignment for this row (its Rust target was consumed by another C row): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
lodepng_chunk_check_crc,lodepng.c,2498,(chunk: const unsigned char *) -> unsigned int,,,NO_MAP,,,,lodepng_buffer_file,0.216,-0.224,ABSTAIN,single-source,NONE,"lodepng.c:2498-2505 lodepng_chunk_check_crc(chunk: const unsigned char *) -> unsigned int: lodepng_crc32 over type+data compared with the stored CRC. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 116 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher proposed lodepng_buffer_file (score 0.216, conf -0.224): WRONG, the row has no Rust. Deploy matcher ABSTAIN: abstained (correct outcome)."
lodepng_chunk_generate_crc,lodepng.c,2507,(chunk: unsigned char *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2507-2511 lodepng_chunk_generate_crc(chunk: unsigned char *) -> void: computes lodepng_crc32 over type+data and stores it after the data. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 117 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_next,lodepng.c,2513,"(chunk: unsigned char *, end: unsigned char *) -> unsigned char *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2513-2526 lodepng_chunk_next(chunk: unsigned char *, end: unsigned char *) -> unsigned char *: advances to the next chunk (length+12) with end/signature checks. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 118 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_next_const,lodepng.c,2528,"(chunk: const unsigned char *, end: const unsigned char *) -> const unsigned char *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2528-2541 lodepng_chunk_next_const(chunk: const unsigned char *, end: const unsigned char *) -> const unsigned char *: const variant of lodepng_chunk_next. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 119 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_find,lodepng.c,2543,"(chunk: unsigned char *, end: unsigned char *, type: const char[5]) -> unsigned char *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2543-2549 lodepng_chunk_find(chunk: unsigned char *, end: unsigned char *, type: const char[5]) -> unsigned char *: walks chunks via lodepng_chunk_next until lodepng_chunk_type_equals. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 185 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_find_const,lodepng.c,2551,"(chunk: const unsigned char *, end: const unsigned char *, type: const char[5]) -> const unsigned char *",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2551-2557 lodepng_chunk_find_const(chunk: const unsigned char *, end: const unsigned char *, type: const char[5]) -> const unsigned char *: const variant of lodepng_chunk_find. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 186 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_append,lodepng.c,2559,"(out: unsigned char **, outsize: size_t *, chunk: const unsigned char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2559-2576 lodepng_chunk_append(out: unsigned char **, outsize: size_t *, chunk: const unsigned char *) -> unsigned int: realloc *out by the chunk's total length and copies the chunk in. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 120 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_init,lodepng.c,2582,"(chunk: unsigned char **, out: ucvector *, length: unsigned int, type: const char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2582-2598 lodepng_chunk_init(chunk: unsigned char **, out: ucvector *, length: unsigned int, type: const char *) -> unsigned int: reserves length+12 bytes and writes the length and type fields. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 142 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_createv,lodepng.c,2601,"(out: ucvector *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2601-2613 lodepng_chunk_createv(out: ucvector *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int: lodepng_chunk_init, copies data, lodepng_chunk_generate_crc. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 156 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_chunk_create,lodepng.c,2615,"(out: unsigned char **, outsize: size_t *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2615-2622 lodepng_chunk_create(out: unsigned char **, outsize: size_t *, length: unsigned int, type: const char *, data: const unsigned char *) -> unsigned int: ucvector wrapper around lodepng_chunk_createv. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 170 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
checkColorValidity,lodepng.c,2630,"(colortype: LodePNGColorType, bd: unsigned int) -> unsigned int",,,NO_MAP,,,checkColorValidity,checkColorValidity,0.301,-0.079,ABSTAIN,single-source,checkColorValidity,"lodepng.c:2630-2641 checkColorValidity(colortype, bd): switch on the five colour types with the allowed bit depths, 37 on a bad depth, 31 for LCT_MAX_OCTET_VALUE/default, else 0 -> assembled_unidiomatic.rs:1326-1361 checkColorValidity: same match with the same depth sets and the same 37/31/0 codes (rs:1327-1360). Verified on attempt 2 (attempt 1 renamed the fn). Genuine. Type note: this verified file takes the translated `enum LodePNGColorType` while the struct file redefines LodePNGColorType as c_uint (rs:560) -- that is the scaffold conflict that later killed the 20 functions, visible inside the assembled artifact itself. Verified file (translated_code_unidiomatic/functions/checkColorValidity.rs, status success after 2 attempts: first attempt rejected before compile: the LLM renamed the function (`Function signature not found`); attempt 2 compiled, linked, 4/4 samples passed). Name-eq checkColorValidity: correct. Forced matcher checkColorValidity (score 0.301, conf -0.079): correct. Deploy matcher ABSTAIN: coverage loss only."
getNumColorChannels,lodepng.c,2643,(colortype: LodePNGColorType) -> unsigned int,,,NO_MAP,,,getNumColorChannels,,,,NONE,single-source,getNumColorChannels,"lodepng.c:2643-2653 getNumColorChannels(colortype): GREY 1, RGB 3, PALETTE 1, GREY_ALPHA 2, RGBA 4, else 0 -> assembled_unidiomatic.rs:1577-1587 getNumColorChannels: same match arms and values (rs:1578-1586). Verified on attempt 2 (attempt 1 renamed the fn). Genuine. The forced matcher gave this Rust fn to lodepng_compress_settings_init, so this row got no forced assignment. Verified file (translated_code_unidiomatic/functions/getNumColorChannels.rs, status success after 2 attempts: first attempt rejected before compile: the LLM renamed the function (`Function signature not found`); attempt 2 compiled, linked, 4/4 samples passed). Name-eq getNumColorChannels: correct. Forced matcher made no assignment for this row (its Rust target was consumed by another C row): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
lodepng_get_bpp_lct,lodepng.c,2655,"(colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:2655-2658 lodepng_get_bpp_lct(colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int: getNumColorChannels(colortype) * bitdepth. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 92 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
